version,base version,scenario,test case,timestamp,duration,base duration,relative duration
8.0.100-preview.4.23172.23,6.0.400,noop,OrchardCore-5dbd92c,2023-03-23T08:03:29.4578366Z,14.3693483,11.7214077,122.59063644719055
8.0.100-preview.4.23172.23,6.0.400,warmup,LargeAppCPM64-142722b,2023-03-23T08:04:52.3432166Z,70.6502493,67.0000426,105.44806623749818
8.0.100-preview.4.23172.23,6.0.400,arctic,LargeAppCPM64-142722b,2023-03-23T08:04:52.3432166Z,46.5849249,45.5126013,102.3561026383258
8.0.100-preview.4.23172.23,6.0.400,cold,LargeAppCPM64-142722b,2023-03-23T08:04:52.3432166Z,41.5365344,39.4664572,105.24515587885097
8.0.100-preview.4.23172.23,6.0.400,force,LargeAppCPM64-142722b,2023-03-23T08:04:52.3432166Z,35.8345039,36.8491299,97.24654014150819
8.0.100-preview.4.23172.23,6.0.400,noop,LargeAppCPM64-142722b,2023-03-23T08:04:52.3432166Z,10.6333221,9.1590714,116.09607170438699
8.0.100-preview.4.23172.23,7.0.100,warmup,Orleans-eda972a,2023-03-23T08:02:36.1089838Z,21.9884553,27.2009834,80.83698657747793
8.0.100-preview.4.23172.23,7.0.100,arctic,Orleans-eda972a,2023-03-23T08:02:36.1089838Z,19.8430664,19.4704015,101.91400726893075
8.0.100-preview.4.23172.23,7.0.100,cold,Orleans-eda972a,2023-03-23T08:02:36.1089838Z,15.5573162,14.2955841,108.82602691274434
8.0.100-preview.4.23172.23,7.0.100,force,Orleans-eda972a,2023-03-23T08:02:36.1089838Z,5.4097449,4.7899355,112.93982768661496
8.0.100-preview.4.23172.23,7.0.100,noop,Orleans-eda972a,2023-03-23T08:02:36.1089838Z,4.1404149,3.5385126,117.0100369290758
8.0.100-preview.4.23172.23,7.0.100,warmup,NuGetClient-win-d76a117,2023-03-23T08:10:20.3262734Z,107.9971312,111.6574226,96.72185573088805
8.0.100-preview.4.23172.23,7.0.100,arctic,NuGetClient-win-d76a117,2023-03-23T08:10:20.3262734Z,105.4421581,103.4092998,101.9658370223294
8.0.100-preview.4.23172.23,7.0.100,cold,NuGetClient-win-d76a117,2023-03-23T08:10:20.3262734Z,101.5170208,95.2704381,106.55668518438355
8.0.100-preview.4.23172.23,7.0.100,force,NuGetClient-win-d76a117,2023-03-23T08:10:20.3262734Z,14.2878898,14.0134336,101.9585221426389
8.0.100-preview.4.23172.23,7.0.100,noop,NuGetClient-win-d76a117,2023-03-23T08:10:20.3262734Z,10.2242502,9.6060269,106.43578564203271
8.0.100-preview.4.23173.1,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-03-23T16:07:55.1066100Z,89.684047,89.8423577,99.82379057712552
8.0.100-preview.4.23173.1,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-03-23T16:07:55.1066100Z,162.4731337,67.7926994,239.66169681686992
8.0.100-preview.4.23173.1,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-03-23T16:07:55.1066100Z,48.4620122,49.1685103,98.56310859188262
8.0.100-preview.4.23173.1,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-03-23T16:07:55.1066100Z,49.4748072,51.0245567,96.96273794378698
8.0.100-preview.4.23173.1,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-03-23T16:07:55.1066100Z,19.4185098,18.9414066,102.51883722299692
8.0.100-preview.4.23173.1,6.0.400,warmup,OrchardCore-5dbd92c,2023-03-23T16:04:45.5127702Z,26.5856523,22.6524202,117.36340781811914
8.0.100-preview.4.23173.1,6.0.400,arctic,OrchardCore-5dbd92c,2023-03-23T16:04:45.5127702Z,23.6312896,20.8025886,113.59783176214906
8.0.100-preview.4.23173.1,6.0.400,cold,OrchardCore-5dbd92c,2023-03-23T16:04:45.5127702Z,20.1390827,19.293231,104.38418894170707
8.0.100-preview.4.23173.1,6.0.400,force,OrchardCore-5dbd92c,2023-03-23T16:04:45.5127702Z,13.4978141,11.7932346,114.45387595359122
8.0.100-preview.4.23173.1,6.0.400,noop,OrchardCore-5dbd92c,2023-03-23T16:04:45.5127702Z,10.1856019,8.0607623,126.36028108656672
8.0.100-preview.4.23173.1,6.0.400,warmup,LargeAppCPM64-142722b,2023-03-23T16:07:13.5579306Z,83.9182893,79.5420641,105.50177475215906
8.0.100-preview.4.23173.1,6.0.400,arctic,LargeAppCPM64-142722b,2023-03-23T16:07:13.5579306Z,63.3930719,55.982254,113.23779835660066
8.0.100-preview.4.23173.1,6.0.400,cold,LargeAppCPM64-142722b,2023-03-23T16:07:13.5579306Z,44.9585523,41.6995396,107.81546446618322
8.0.100-preview.4.23173.1,6.0.400,force,LargeAppCPM64-142722b,2023-03-23T16:07:13.5579306Z,41.9167334,43.4917331,96.37862281464244
8.0.100-preview.4.23173.1,6.0.400,noop,LargeAppCPM64-142722b,2023-03-23T16:07:13.5579306Z,11.6859923,10.85823,107.62336310798352
8.0.100-preview.4.23173.1,7.0.100,warmup,Orleans-eda972a,2023-03-23T16:04:13.2493331Z,20.4000584,19.400552,105.15194825384349
8.0.100-preview.4.23173.1,7.0.100,arctic,Orleans-eda972a,2023-03-23T16:04:13.2493331Z,18.5704777,17.3623004,106.95862456106336
8.0.100-preview.4.23173.1,7.0.100,cold,Orleans-eda972a,2023-03-23T16:04:13.2493331Z,15.8664925,14.9291431,106.27865506895704
8.0.100-preview.4.23173.1,7.0.100,force,Orleans-eda972a,2023-03-23T16:04:13.2493331Z,5.4903058,5.1417942,106.7780153472498
8.0.100-preview.4.23173.1,7.0.100,noop,Orleans-eda972a,2023-03-23T16:04:13.2493331Z,4.2162398,3.6085158,116.84138392853927
8.0.100-preview.4.23173.1,7.0.100,warmup,NuGetClient-win-d76a117,2023-03-23T16:13:54.4226086Z,108.0231962,115.1183102,93.83667638304163
8.0.100-preview.4.23173.1,7.0.100,arctic,NuGetClient-win-d76a117,2023-03-23T16:13:54.4226086Z,111.1298519,115.0417902,96.59955022153333
8.0.100-preview.4.23173.1,7.0.100,cold,NuGetClient-win-d76a117,2023-03-23T16:13:54.4226086Z,100.5407853,95.3736959,105.41773006827555
8.0.100-preview.4.23173.1,7.0.100,force,NuGetClient-win-d76a117,2023-03-23T16:13:54.4226086Z,15.5398392,14.8673311,104.52339492190363
8.0.100-preview.4.23173.1,7.0.100,noop,NuGetClient-win-d76a117,2023-03-23T16:13:54.4226086Z,10.6023727,10.0047517,105.97337163300115
8.0.100-preview.4.23173.7,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T00:08:26.7158013Z,107.9586686,96.4788098,111.89883957295667
8.0.100-preview.4.23173.7,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T00:08:26.7158013Z,71.2806093,76.8575108,92.74384319508822
8.0.100-preview.4.23173.7,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T00:08:26.7158013Z,62.2702253,54.840658,113.5475531675787
8.0.100-preview.4.23173.7,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T00:08:26.7158013Z,59.8167728,62.7504764,95.32481063362891
8.0.100-preview.4.23173.7,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T00:08:26.7158013Z,23.7590619,24.1041478,98.5683546961988
8.0.100-preview.4.23173.7,6.0.400,warmup,OrchardCore-5dbd92c,2023-03-24T00:04:52.5998887Z,27.0563395,23.5295299,114.98886554465331
8.0.100-preview.4.23173.7,6.0.400,arctic,OrchardCore-5dbd92c,2023-03-24T00:04:52.5998887Z,24.3163651,21.7664926,111.71466871975507
8.0.100-preview.4.23173.7,6.0.400,cold,OrchardCore-5dbd92c,2023-03-24T00:04:52.5998887Z,20.522046,19.0243074,107.87276282131563
8.0.100-preview.4.23173.7,6.0.400,force,OrchardCore-5dbd92c,2023-03-24T00:04:52.5998887Z,13.6776758,12.4751761,109.6391400839624
8.0.100-preview.4.23173.7,6.0.400,noop,OrchardCore-5dbd92c,2023-03-24T00:04:52.5998887Z,10.4104975,8.7624249,118.80840770458417
8.0.100-preview.4.23173.7,6.0.400,warmup,LargeAppCPM64-142722b,2023-03-24T00:06:13.8596979Z,71.5044712,66.046153,108.2643998962362
8.0.100-preview.4.23173.7,6.0.400,arctic,LargeAppCPM64-142722b,2023-03-24T00:06:13.8596979Z,45.3126596,44.4138375,102.02374338853292
8.0.100-preview.4.23173.7,6.0.400,cold,LargeAppCPM64-142722b,2023-03-24T00:06:13.8596979Z,38.4253481,37.4124214,102.70746095038908
8.0.100-preview.4.23173.7,6.0.400,force,LargeAppCPM64-142722b,2023-03-24T00:06:13.8596979Z,36.6703793,36.452841,100.59676638097974
8.0.100-preview.4.23173.7,6.0.400,noop,LargeAppCPM64-142722b,2023-03-24T00:06:13.8596979Z,10.3329384,8.7468905,118.13270555976436
8.0.100-preview.4.23173.7,7.0.100,warmup,Orleans-eda972a,2023-03-24T00:04:04.9454690Z,20.0168363,19.7977771,101.10648381832725
8.0.100-preview.4.23173.7,7.0.100,arctic,Orleans-eda972a,2023-03-24T00:04:04.9454690Z,17.5221621,17.57447,99.70236428182471
8.0.100-preview.4.23173.7,7.0.100,cold,Orleans-eda972a,2023-03-24T00:04:04.9454690Z,14.5299888,13.988413,103.8716028758945
8.0.100-preview.4.23173.7,7.0.100,force,Orleans-eda972a,2023-03-24T00:04:04.9454690Z,5.4708146,4.861898,112.52425698770314
8.0.100-preview.4.23173.7,7.0.100,noop,Orleans-eda972a,2023-03-24T00:04:04.9454690Z,4.167511,3.6483419,114.2302754026425
8.0.100-preview.4.23173.7,7.0.100,warmup,NuGetClient-win-d76a117,2023-03-24T00:14:04.0743024Z,127.4396215,235.1082386,54.20466005736985
8.0.100-preview.4.23173.7,7.0.100,arctic,NuGetClient-win-d76a117,2023-03-24T00:14:04.0743024Z,117.1809564,144.8035253,80.92410468407292
8.0.100-preview.4.23173.7,7.0.100,cold,NuGetClient-win-d76a117,2023-03-24T00:14:04.0743024Z,113.7431538,113.2346489,100.44907182116056
8.0.100-preview.4.23173.7,7.0.100,force,NuGetClient-win-d76a117,2023-03-24T00:14:04.0743024Z,21.376981,21.8134042,97.99928889595326
8.0.100-preview.4.23173.7,7.0.100,noop,NuGetClient-win-d76a117,2023-03-24T00:14:04.0743024Z,15.5236626,14.826545,104.70182095693905
8.0.100-preview.4.23173.13,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T08:05:35.0084591Z,92.6395832,77.6798144,119.25824477768063
8.0.100-preview.4.23173.13,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T08:05:35.0084591Z,58.229558,54.8120853,106.23488904188798
8.0.100-preview.4.23173.13,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T08:05:35.0084591Z,51.4405217,49.8824996,103.12338417780491
8.0.100-preview.4.23173.13,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T08:05:35.0084591Z,51.8648329,52.590059,98.62098253207894
8.0.100-preview.4.23173.13,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T08:05:35.0084591Z,20.4601814,19.5634398,104.58376241176155
8.0.100-preview.4.23173.13,6.0.400,warmup,OrchardCore-5dbd92c,2023-03-24T08:03:09.7491472Z,28.3193736,27.7658682,101.99347413166788
8.0.100-preview.4.23173.13,6.0.400,arctic,OrchardCore-5dbd92c,2023-03-24T08:03:09.7491472Z,24.5715149,22.6337241,108.56151993122512
8.0.100-preview.4.23173.13,6.0.400,cold,OrchardCore-5dbd92c,2023-03-24T08:03:09.7491472Z,21.5338256,19.2215518,112.0295896192939
8.0.100-preview.4.23173.13,6.0.400,force,OrchardCore-5dbd92c,2023-03-24T08:03:09.7491472Z,14.1908225,12.8008352,110.8585672597363
8.0.100-preview.4.23173.13,6.0.400,noop,OrchardCore-5dbd92c,2023-03-24T08:03:09.7491472Z,10.8955732,8.874818,122.76953961196726
8.0.100-preview.4.23173.13,6.0.400,warmup,LargeAppCPM64-142722b,2023-03-24T08:04:25.0647210Z,68.6870056,62.7812769,109.40683113120943
8.0.100-preview.4.23173.13,6.0.400,arctic,LargeAppCPM64-142722b,2023-03-24T08:04:25.0647210Z,48.779924,42.7286506,114.16209806541376
8.0.100-preview.4.23173.13,6.0.400,cold,LargeAppCPM64-142722b,2023-03-24T08:04:25.0647210Z,42.6668503,38.9694813,109.48785787405389
8.0.100-preview.4.23173.13,6.0.400,force,LargeAppCPM64-142722b,2023-03-24T08:04:25.0647210Z,33.6145064,34.1570486,98.41162447507247
8.0.100-preview.4.23173.13,6.0.400,noop,LargeAppCPM64-142722b,2023-03-24T08:04:25.0647210Z,9.7014693,8.3417068,116.30077072476341
8.0.100-preview.4.23173.13,7.0.100,warmup,Orleans-eda972a,2023-03-24T08:02:35.9844044Z,25.0234911,24.4817969,102.21264069060226
8.0.100-preview.4.23173.13,7.0.100,arctic,Orleans-eda972a,2023-03-24T08:02:35.9844044Z,23.2502404,25.0502518,92.81439797742871
8.0.100-preview.4.23173.13,7.0.100,cold,Orleans-eda972a,2023-03-24T08:02:35.9844044Z,17.4151765,15.5108352,112.2774903829808
8.0.100-preview.4.23173.13,7.0.100,force,Orleans-eda972a,2023-03-24T08:02:35.9844044Z,7.1592784,6.5640841,109.06743866977573
8.0.100-preview.4.23173.13,7.0.100,noop,Orleans-eda972a,2023-03-24T08:02:35.9844044Z,5.2194788,4.5041348,115.88194030072101
8.0.100-preview.4.23173.13,7.0.100,warmup,NuGetClient-win-d76a117,2023-03-24T08:10:20.2012902Z,114.8678682,179.0368157,64.15879759193014
8.0.100-preview.4.23173.13,7.0.100,arctic,NuGetClient-win-d76a117,2023-03-24T08:10:20.2012902Z,119.283282,106.2444219,112.27251263343736
8.0.100-preview.4.23173.13,7.0.100,cold,NuGetClient-win-d76a117,2023-03-24T08:10:20.2012902Z,110.3870445,104.2771658,105.85926808916012
8.0.100-preview.4.23173.13,7.0.100,force,NuGetClient-win-d76a117,2023-03-24T08:10:20.2012902Z,20.6741339,21.5785889,95.80855354262764
8.0.100-preview.4.23173.13,7.0.100,noop,NuGetClient-win-d76a117,2023-03-24T08:10:20.2012902Z,15.2558401,14.6339988,104.24929172469251
8.0.100-preview.4.23174.1,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T16:06:45.3651723Z,103.9130359,96.9781334,107.15099606155133
8.0.100-preview.4.23174.1,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T16:06:45.3651723Z,72.5877031,68.2594247,106.34092422991077
8.0.100-preview.4.23174.1,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T16:06:45.3651723Z,53.0227302,55.0986021,96.23244180272951
8.0.100-preview.4.23174.1,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T16:06:45.3651723Z,59.7210079,59.3728442,100.58640225963774
8.0.100-preview.4.23174.1,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-03-24T16:06:45.3651723Z,24.4908988,23.3895518,104.70871357184366
8.0.100-preview.4.23174.1,6.0.400,warmup,OrchardCore-5dbd92c,2023-03-24T16:03:40.4691576Z,33.9281169,29.0076934,116.96247761636917
8.0.100-preview.4.23174.1,6.0.400,arctic,OrchardCore-5dbd92c,2023-03-24T16:03:40.4691576Z,28.586413,28.4945025,100.3225552016569
8.0.100-preview.4.23174.1,6.0.400,cold,OrchardCore-5dbd92c,2023-03-24T16:03:40.4691576Z,25.8359366,23.8396594,108.37376560841304
8.0.100-preview.4.23174.1,6.0.400,force,OrchardCore-5dbd92c,2023-03-24T16:03:40.4691576Z,17.4129519,15.6899937,110.98125488731074
8.0.100-preview.4.23174.1,6.0.400,noop,OrchardCore-5dbd92c,2023-03-24T16:03:40.4691576Z,14.2232099,11.7661001,120.88295849191357
8.0.100-preview.4.23174.1,6.0.400,warmup,LargeAppCPM64-142722b,2023-03-24T16:05:53.6703321Z,91.0859479,85.8835498,106.05750241124755
8.0.100-preview.4.23174.1,6.0.400,arctic,LargeAppCPM64-142722b,2023-03-24T16:05:53.6703321Z,57.3574392,51.9197119,110.47333873977064
8.0.100-preview.4.23174.1,6.0.400,cold,LargeAppCPM64-142722b,2023-03-24T16:05:53.6703321Z,43.7911194,42.7712615,102.38444662194497
8.0.100-preview.4.23174.1,6.0.400,force,LargeAppCPM64-142722b,2023-03-24T16:05:53.6703321Z,49.2248047,49.109063,100.23568297362952
8.0.100-preview.4.23174.1,6.0.400,noop,LargeAppCPM64-142722b,2023-03-24T16:05:53.6703321Z,14.2373574,12.4402323,114.44607348690748
8.0.100-preview.4.23174.1,7.0.100,warmup,Orleans-eda972a,2023-03-24T16:02:51.3477263Z,22.758303,21.8426627,104.19198113607276
8.0.100-preview.4.23174.1,7.0.100,arctic,Orleans-eda972a,2023-03-24T16:02:51.3477263Z,19.7489164,19.9313343,99.08476824855624
8.0.100-preview.4.23174.1,7.0.100,cold,Orleans-eda972a,2023-03-24T16:02:51.3477263Z,16.5667727,16.077367,103.04406623298456
8.0.100-preview.4.23174.1,7.0.100,force,Orleans-eda972a,2023-03-24T16:02:51.3477263Z,6.7891153,6.369359,106.59024401042554
8.0.100-preview.4.23174.1,7.0.100,noop,Orleans-eda972a,2023-03-24T16:02:51.3477263Z,5.1921857,4.6119761,112.58049884516966
8.0.100-preview.4.23174.1,7.0.100,warmup,NuGetClient-win-d76a117,2023-03-24T16:12:44.5667967Z,113.6375837,323.3621447,35.14251298816302
8.0.100-preview.4.23174.1,7.0.100,arctic,NuGetClient-win-d76a117,2023-03-24T16:12:44.5667967Z,113.985869,113.7599358,100.1986052456967
8.0.100-preview.4.23174.1,7.0.100,cold,NuGetClient-win-d76a117,2023-03-24T16:12:44.5667967Z,100.8444719,103.6104045,97.330448989802
8.0.100-preview.4.23174.1,7.0.100,force,NuGetClient-win-d76a117,2023-03-24T16:12:44.5667967Z,14.40772,15.1512129,95.09284896920693
8.0.100-preview.4.23174.1,7.0.100,noop,NuGetClient-win-d76a117,2023-03-24T16:12:44.5667967Z,9.8648686,9.4391415,104.5102311476102
8.0.100-preview.4.23174.8,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T00:06:41.9470764Z,82.1737643,73.0724235,112.45523326593924
8.0.100-preview.4.23174.8,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T00:06:41.9470764Z,58.2161233,54.2120052,107.38603577792027
8.0.100-preview.4.23174.8,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T00:06:41.9470764Z,49.3876743,47.5035877,103.96619853620027
8.0.100-preview.4.23174.8,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T00:06:41.9470764Z,45.7190981,46.5533485,98.20796907874414
8.0.100-preview.4.23174.8,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T00:06:41.9470764Z,18.2439331,17.6894487,103.13454878896253
8.0.100-preview.4.23174.8,6.0.400,warmup,OrchardCore-5dbd92c,2023-03-25T00:04:45.9425041Z,26.5847675,25.1227266,105.8195948364936
8.0.100-preview.4.23174.8,6.0.400,arctic,OrchardCore-5dbd92c,2023-03-25T00:04:45.9425041Z,24.0525619,21.223924,113.32759154244994
8.0.100-preview.4.23174.8,6.0.400,cold,OrchardCore-5dbd92c,2023-03-25T00:04:45.9425041Z,20.7759058,18.6444533,111.43209975483701
8.0.100-preview.4.23174.8,6.0.400,force,OrchardCore-5dbd92c,2023-03-25T00:04:45.9425041Z,13.6405419,12.2600657,111.2599412905267
8.0.100-preview.4.23174.8,6.0.400,noop,OrchardCore-5dbd92c,2023-03-25T00:04:45.9425041Z,10.7617517,8.558951,125.73680699889506
8.0.100-preview.4.23174.8,6.0.400,warmup,LargeAppCPM64-142722b,2023-03-25T00:06:07.6957274Z,74.0144139,64.7721204,114.26893768943218
8.0.100-preview.4.23174.8,6.0.400,arctic,LargeAppCPM64-142722b,2023-03-25T00:06:07.6957274Z,46.0859466,45.6290978,101.00122251376182
8.0.100-preview.4.23174.8,6.0.400,cold,LargeAppCPM64-142722b,2023-03-25T00:06:07.6957274Z,39.3831997,39.2923424,100.23123411446196
8.0.100-preview.4.23174.8,6.0.400,force,LargeAppCPM64-142722b,2023-03-25T00:06:07.6957274Z,37.1751767,39.3681218,94.42964256425361
8.0.100-preview.4.23174.8,6.0.400,noop,LargeAppCPM64-142722b,2023-03-25T00:06:07.6957274Z,10.6929989,10.017711,106.74094012095176
8.0.100-preview.4.23174.8,7.0.100,warmup,Orleans-eda972a,2023-03-25T00:03:51.7548051Z,20.177474,19.1667624,105.27325157429823
8.0.100-preview.4.23174.8,7.0.100,arctic,Orleans-eda972a,2023-03-25T00:03:51.7548051Z,18.1549189,18.3641758,98.86051570035612
8.0.100-preview.4.23174.8,7.0.100,cold,Orleans-eda972a,2023-03-25T00:03:51.7548051Z,14.8333666,14.5568736,101.89939823342287
8.0.100-preview.4.23174.8,7.0.100,force,Orleans-eda972a,2023-03-25T00:03:51.7548051Z,5.84091,5.0431503,115.81867786093942
8.0.100-preview.4.23174.8,7.0.100,noop,Orleans-eda972a,2023-03-25T00:03:51.7548051Z,4.4288764,3.7949711,116.7038241740497
8.0.100-preview.4.23174.8,7.0.100,warmup,NuGetClient-win-d76a117,2023-03-25T00:14:06.4681615Z,117.5818178,333.5023832,35.25666493648013
8.0.100-preview.4.23174.8,7.0.100,arctic,NuGetClient-win-d76a117,2023-03-25T00:14:06.4681615Z,112.8656332,116.8907684,96.55649863963082
8.0.100-preview.4.23174.8,7.0.100,cold,NuGetClient-win-d76a117,2023-03-25T00:14:06.4681615Z,106.3829274,96.0807542,110.7224108363629
8.0.100-preview.4.23174.8,7.0.100,force,NuGetClient-win-d76a117,2023-03-25T00:14:06.4681615Z,18.7634388,18.8024184,99.79268837034282
8.0.100-preview.4.23174.8,7.0.100,noop,NuGetClient-win-d76a117,2023-03-25T00:14:06.4681615Z,12.6878198,12.408455,102.25140680286144
8.0.100-preview.4.23174.9,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T08:05:33.8619066Z,88.887476,77.8997829,114.10490850032909
8.0.100-preview.4.23174.9,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T08:05:33.8619066Z,57.2908856,54.6257069,104.87898253633401
8.0.100-preview.4.23174.9,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T08:05:33.8619066Z,49.3898949,50.3853698,98.02427787282014
8.0.100-preview.4.23174.9,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T08:05:33.8619066Z,50.9693781,52.7052492,96.70645499955249
8.0.100-preview.4.23174.9,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T08:05:33.8619066Z,20.1135306,19.3502011,103.94481429963021
8.0.100-preview.4.23174.9,6.0.400,warmup,OrchardCore-5dbd92c,2023-03-25T08:03:02.0287801Z,26.5045704,24.0092456,110.39318286618717
8.0.100-preview.4.23174.9,6.0.400,arctic,OrchardCore-5dbd92c,2023-03-25T08:03:02.0287801Z,23.9614512,21.7061515,110.3901407856662
8.0.100-preview.4.23174.9,6.0.400,cold,OrchardCore-5dbd92c,2023-03-25T08:03:02.0287801Z,21.6211707,18.9775991,113.92995808410771
8.0.100-preview.4.23174.9,6.0.400,force,OrchardCore-5dbd92c,2023-03-25T08:03:02.0287801Z,14.1418581,12.5367254,112.80344466984975
8.0.100-preview.4.23174.9,6.0.400,noop,OrchardCore-5dbd92c,2023-03-25T08:03:02.0287801Z,10.5339971,8.7144452,120.87972163735678
8.0.100-preview.4.23174.9,6.0.400,warmup,LargeAppCPM64-142722b,2023-03-25T08:04:50.3702504Z,72.6722068,64.488044,112.69097695070423
8.0.100-preview.4.23174.9,6.0.400,arctic,LargeAppCPM64-142722b,2023-03-25T08:04:50.3702504Z,46.9716644,45.5211149,103.18654212047869
8.0.100-preview.4.23174.9,6.0.400,cold,LargeAppCPM64-142722b,2023-03-25T08:04:50.3702504Z,38.3201316,39.0502365,98.13034448587784
8.0.100-preview.4.23174.9,6.0.400,force,LargeAppCPM64-142722b,2023-03-25T08:04:50.3702504Z,37.4393461,37.9089829,98.7611463983646
8.0.100-preview.4.23174.9,6.0.400,noop,LargeAppCPM64-142722b,2023-03-25T08:04:50.3702504Z,10.3901043,8.8897821,116.87692885070828
8.0.100-preview.4.23174.9,7.0.100,warmup,Orleans-eda972a,2023-03-25T08:04:06.3246151Z,21.8925581,121.4020673,18.03310156646731
8.0.100-preview.4.23174.9,7.0.100,arctic,Orleans-eda972a,2023-03-25T08:04:06.3246151Z,20.612389,20.5051021,100.52322051105516
8.0.100-preview.4.23174.9,7.0.100,cold,Orleans-eda972a,2023-03-25T08:04:06.3246151Z,15.1619082,13.7810155,110.02025358726284
8.0.100-preview.4.23174.9,7.0.100,force,Orleans-eda972a,2023-03-25T08:04:06.3246151Z,5.5515393,5.1448757,107.90424538342103
8.0.100-preview.4.23174.9,7.0.100,noop,Orleans-eda972a,2023-03-25T08:04:06.3246151Z,4.1980217,3.6253315,115.79690574503326
8.0.100-preview.4.23174.9,7.0.100,warmup,NuGetClient-win-d76a117,2023-03-25T08:15:45.3557576Z,117.1124537,424.9935639,27.55628876477675
8.0.100-preview.4.23174.9,7.0.100,arctic,NuGetClient-win-d76a117,2023-03-25T08:15:45.3557576Z,112.4519495,109.9222827,102.30132302374393
8.0.100-preview.4.23174.9,7.0.100,cold,NuGetClient-win-d76a117,2023-03-25T08:15:45.3557576Z,98.6221532,100.9143863,97.72853684787259
8.0.100-preview.4.23174.9,7.0.100,force,NuGetClient-win-d76a117,2023-03-25T08:15:45.3557576Z,16.6631277,16.1110335,103.42680809396865
8.0.100-preview.4.23174.9,7.0.100,noop,NuGetClient-win-d76a117,2023-03-25T08:15:45.3557576Z,11.3447573,10.9055642,104.0272386824333
8.0.100-preview.4.23174.9,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T16:05:43.7600229Z,86.9809922,77.4798153,112.26277690933009
8.0.100-preview.4.23174.9,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T16:05:43.7600229Z,56.8027164,55.6830023,102.01087235556624
8.0.100-preview.4.23174.9,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T16:05:43.7600229Z,50.7347993,52.9172184,95.875786434005
8.0.100-preview.4.23174.9,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T16:05:43.7600229Z,50.206383,51.4513957,97.58021588518346
8.0.100-preview.4.23174.9,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-03-25T16:05:43.7600229Z,19.5265727,19.3898031,100.70536868938085
8.0.100-preview.4.23174.9,6.0.400,warmup,OrchardCore-5dbd92c,2023-03-25T16:03:26.3138313Z,30.4529835,27.978531,108.84411157969657
8.0.100-preview.4.23174.9,6.0.400,arctic,OrchardCore-5dbd92c,2023-03-25T16:03:26.3138313Z,28.1870258,24.8884729,113.25333584448245
8.0.100-preview.4.23174.9,6.0.400,cold,OrchardCore-5dbd92c,2023-03-25T16:03:26.3138313Z,25.6014512,21.6046943,118.49948369785544
8.0.100-preview.4.23174.9,6.0.400,force,OrchardCore-5dbd92c,2023-03-25T16:03:26.3138313Z,16.5687438,14.9798666,110.60675133115004
8.0.100-preview.4.23174.9,6.0.400,noop,OrchardCore-5dbd92c,2023-03-25T16:03:26.3138313Z,13.4686859,10.877116,123.82589190002204
8.0.100-preview.4.23174.9,6.0.400,warmup,LargeAppCPM64-142722b,2023-03-25T16:05:39.6395002Z,78.5088159,109.8992518,71.43707951977159
