version,base version,scenario,test case,timestamp,duration,base duration,relative duration
8.0.100-preview.5.23272.40,7.0.100,warmup,NuGetClient-win-d76a117,2023-05-23T00:11:28.0563016Z,98.6076513,193.8703446,50.86267912890479
8.0.100-preview.5.23272.40,7.0.100,arctic,NuGetClient-win-d76a117,2023-05-23T00:11:28.0563016Z,96.0350159,93.8461565,102.33239109797748
8.0.100-preview.5.23272.40,7.0.100,cold,NuGetClient-win-d76a117,2023-05-23T00:11:28.0563016Z,87.3307351,112.8613443,77.37878335727036
8.0.100-preview.5.23272.40,7.0.100,force,NuGetClient-win-d76a117,2023-05-23T00:11:28.0563016Z,17.6093389,14.8609666,118.49389998629027
8.0.100-preview.5.23272.40,7.0.100,noop,NuGetClient-win-d76a117,2023-05-23T00:11:28.0563016Z,11.8547437,10.5668163,112.18841478298435
8.0.100-preview.5.23272.40,6.0.400,warmup,LargeAppCPM64-142722b,2023-05-23T00:07:18.5832601Z,122.0813734,84.807762,143.95070748359095
8.0.100-preview.5.23272.40,6.0.400,arctic,LargeAppCPM64-142722b,2023-05-23T00:07:18.5832601Z,90.7831403,62.2276298,145.88879665154786
8.0.100-preview.5.23272.40,6.0.400,cold,LargeAppCPM64-142722b,2023-05-23T00:07:18.5832601Z,84.2352618,47.0610458,178.99147876565038
8.0.100-preview.5.23272.40,6.0.400,force,LargeAppCPM64-142722b,2023-05-23T00:07:18.5832601Z,52.9943964,49.4880565,107.0852244924995
8.0.100-preview.5.23272.40,6.0.400,noop,LargeAppCPM64-142722b,2023-05-23T00:07:18.5832601Z,17.9612565,11.779169,152.48322271290954
8.0.100-preview.5.23272.40,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T00:07:11.3310729Z,105.6309049,76.9626015,137.2496548209847
8.0.100-preview.5.23272.40,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T00:07:11.3310729Z,83.2630049,53.2758772,156.2865020268498
8.0.100-preview.5.23272.40,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T00:07:11.3310729Z,74.6143856,50.3465538,148.20157482159186
8.0.100-preview.5.23272.40,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T00:07:11.3310729Z,51.7542301,48.9706441,105.68419315522132
8.0.100-preview.5.23272.40,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T00:07:11.3310729Z,21.287536,18.7221227,113.70257711215619
8.0.100-preview.5.23272.40,6.0.400,warmup,OrchardCore-5dbd92c,2023-05-23T00:04:57.8710201Z,63.7302737,29.8920909,213.20112371262726
8.0.100-preview.5.23272.40,6.0.400,arctic,OrchardCore-5dbd92c,2023-05-23T00:04:57.8710201Z,57.3605657,26.7754555,214.22816018946907
8.0.100-preview.5.23272.40,6.0.400,cold,OrchardCore-5dbd92c,2023-05-23T00:04:57.8710201Z,53.9581391,24.664294,218.77025590110136
8.0.100-preview.5.23272.40,6.0.400,force,OrchardCore-5dbd92c,2023-05-23T00:04:57.8710201Z,24.0765645,16.4783786,146.11003354419833
8.0.100-preview.5.23272.40,6.0.400,noop,OrchardCore-5dbd92c,2023-05-23T00:04:57.8710201Z,19.0822688,12.1294667,157.3215811705885
8.0.100-preview.5.23272.40,7.0.100,warmup,Orleans-eda972a,2023-05-23T00:04:08.5579006Z,41.7683812,18.7607687,222.6368325728572
8.0.100-preview.5.23272.40,7.0.100,arctic,Orleans-eda972a,2023-05-23T00:04:08.5579006Z,40.5010991,18.3933181,220.19463198431825
8.0.100-preview.5.23272.40,7.0.100,cold,Orleans-eda972a,2023-05-23T00:04:08.5579006Z,34.3770559,14.1098437,243.63881436900678
8.0.100-preview.5.23272.40,7.0.100,force,Orleans-eda972a,2023-05-23T00:04:08.5579006Z,7.0663004,5.014991,140.90355097347134
8.0.100-preview.5.23272.40,7.0.100,noop,Orleans-eda972a,2023-05-23T00:04:08.5579006Z,5.2663555,3.6875448,142.81468526158653
8.0.100-preview.5.23272.52,7.0.100,warmup,NuGetClient-win-d76a117,2023-05-23T08:09:57.2559398Z,115.2862718,154.1612075,74.78293253508669
8.0.100-preview.5.23272.52,7.0.100,arctic,NuGetClient-win-d76a117,2023-05-23T08:09:57.2559398Z,99.5830838,92.6018844,107.53893880803143
8.0.100-preview.5.23272.52,7.0.100,cold,NuGetClient-win-d76a117,2023-05-23T08:09:57.2559398Z,91.4577767,113.6394196,80.48067917094501
8.0.100-preview.5.23272.52,7.0.100,force,NuGetClient-win-d76a117,2023-05-23T08:09:57.2559398Z,18.1947454,14.7089963,123.6980758503556
8.0.100-preview.5.23272.52,7.0.100,noop,NuGetClient-win-d76a117,2023-05-23T08:09:57.2559398Z,12.414402,10.0371857,123.6840920458411
8.0.100-preview.5.23272.52,6.0.400,warmup,LargeAppCPM64-142722b,2023-05-23T08:04:41.9997577Z,96.6597754,64.3186302,150.28270207159977
8.0.100-preview.5.23272.52,6.0.400,arctic,LargeAppCPM64-142722b,2023-05-23T08:04:41.9997577Z,66.6410746,45.6933992,145.84398571074132
8.0.100-preview.5.23272.52,6.0.400,cold,LargeAppCPM64-142722b,2023-05-23T08:04:41.9997577Z,58.3281952,38.15799,152.85971614332936
8.0.100-preview.5.23272.52,6.0.400,force,LargeAppCPM64-142722b,2023-05-23T08:04:41.9997577Z,39.1658,37.3906641,104.74753776839174
8.0.100-preview.5.23272.52,6.0.400,noop,LargeAppCPM64-142722b,2023-05-23T08:04:41.9997577Z,13.5708009,8.9984623,150.8124438105386
8.0.100-preview.5.23272.52,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T08:05:46.6777042Z,105.4027318,78.8082108,133.74587588023252
8.0.100-preview.5.23272.52,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T08:05:46.6777042Z,76.0425749,57.4184498,132.43578530049413
8.0.100-preview.5.23272.52,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T08:05:46.6777042Z,75.3690133,47.7214412,157.9353250965941
8.0.100-preview.5.23272.52,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T08:05:46.6777042Z,52.6125379,52.3365145,100.52740118946973
8.0.100-preview.5.23272.52,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T08:05:46.6777042Z,22.7535926,19.1655729,118.72117112658813
8.0.100-preview.5.23272.52,6.0.400,warmup,OrchardCore-5dbd92c,2023-05-23T08:03:10.6376389Z,53.3215756,22.1638567,240.57895844453822
8.0.100-preview.5.23272.52,6.0.400,arctic,OrchardCore-5dbd92c,2023-05-23T08:03:10.6376389Z,52.797106,21.9263798,240.79262733558963
8.0.100-preview.5.23272.52,6.0.400,cold,OrchardCore-5dbd92c,2023-05-23T08:03:10.6376389Z,47.745947,18.3616437,260.0308979963488
8.0.100-preview.5.23272.52,6.0.400,force,OrchardCore-5dbd92c,2023-05-23T08:03:10.6376389Z,17.8951213,11.5883441,154.42345468495364
8.0.100-preview.5.23272.52,6.0.400,noop,OrchardCore-5dbd92c,2023-05-23T08:03:10.6376389Z,13.8164897,8.1811228,168.88256096094779
8.0.100-preview.5.23272.52,7.0.100,warmup,Orleans-eda972a,2023-05-23T08:02:44.1686873Z,39.9144481,20.1084183,198.49620942090706
8.0.100-preview.5.23272.52,7.0.100,arctic,Orleans-eda972a,2023-05-23T08:02:44.1686873Z,37.8913637,18.9966444,199.46345734618268
8.0.100-preview.5.23272.52,7.0.100,cold,Orleans-eda972a,2023-05-23T08:02:44.1686873Z,38.3188267,14.4534163,265.11951157180744
8.0.100-preview.5.23272.52,7.0.100,force,Orleans-eda972a,2023-05-23T08:02:44.1686873Z,8.0778863,5.5879813,144.5582199782952
8.0.100-preview.5.23272.52,7.0.100,noop,Orleans-eda972a,2023-05-23T08:02:44.1686873Z,5.5137634,3.8268559,144.08076875849963
8.0.100-preview.5.23273.2,7.0.100,warmup,NuGetClient-win-d76a117,2023-05-23T16:08:21.7771390Z,105.5351167,103.0972397,102.36463847828897
8.0.100-preview.5.23273.2,7.0.100,arctic,NuGetClient-win-d76a117,2023-05-23T16:08:21.7771390Z,99.5184023,98.799235,100.72790776163399
8.0.100-preview.5.23273.2,7.0.100,cold,NuGetClient-win-d76a117,2023-05-23T16:08:21.7771390Z,93.0965701,86.772166,107.2885170343679
8.0.100-preview.5.23273.2,7.0.100,force,NuGetClient-win-d76a117,2023-05-23T16:08:21.7771390Z,18.0328816,14.7124059,122.56922302558277
8.0.100-preview.5.23273.2,7.0.100,noop,NuGetClient-win-d76a117,2023-05-23T16:08:21.7771390Z,12.1016657,9.9064515,122.15944023952471
8.0.100-preview.5.23273.2,6.0.400,warmup,LargeAppCPM64-142722b,2023-05-23T16:04:44.8256303Z,91.9503196,64.1922951,143.24198793135224
8.0.100-preview.5.23273.2,6.0.400,arctic,LargeAppCPM64-142722b,2023-05-23T16:04:44.8256303Z,67.8599355,45.2891265,149.83714799621936
8.0.100-preview.5.23273.2,6.0.400,cold,LargeAppCPM64-142722b,2023-05-23T16:04:44.8256303Z,59.7196118,38.9430231,153.35124765904476
8.0.100-preview.5.23273.2,6.0.400,force,LargeAppCPM64-142722b,2023-05-23T16:04:44.8256303Z,40.3815858,35.9949991,112.18665595132632
8.0.100-preview.5.23273.2,6.0.400,noop,LargeAppCPM64-142722b,2023-05-23T16:04:44.8256303Z,12.8430262,8.7550396,146.69295385026015
8.0.100-preview.5.23273.2,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T16:05:46.4972532Z,107.6608459,76.6268518,140.50015545594945
8.0.100-preview.5.23273.2,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T16:05:46.4972532Z,76.0265359,57.4597385,132.3127077927791
8.0.100-preview.5.23273.2,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T16:05:46.4972532Z,70.1352401,49.4224932,141.909554858313
8.0.100-preview.5.23273.2,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T16:05:46.4972532Z,51.4989738,50.4416329,102.09616707313216
8.0.100-preview.5.23273.2,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-05-23T16:05:46.4972532Z,22.2945877,18.2965134,121.8515638066868
8.0.100-preview.5.23273.2,6.0.400,warmup,OrchardCore-5dbd92c,2023-05-23T16:03:13.5948018Z,52.299026,22.9080823,228.29945045203544
8.0.100-preview.5.23273.2,6.0.400,arctic,OrchardCore-5dbd92c,2023-05-23T16:03:13.5948018Z,48.8132781,22.2700136,219.18836232771767
8.0.100-preview.5.23273.2,6.0.400,cold,OrchardCore-5dbd92c,2023-05-23T16:03:13.5948018Z,45.9315414,18.9037113,242.9763165077537
8.0.100-preview.5.23273.2,6.0.400,force,OrchardCore-5dbd92c,2023-05-23T16:03:13.5948018Z,18.6537405,12.4656975,149.64056764573343
8.0.100-preview.5.23273.2,6.0.400,noop,OrchardCore-5dbd92c,2023-05-23T16:03:13.5948018Z,14.3898204,9.0159919,159.60329778024757
8.0.100-preview.5.23273.2,7.0.100,warmup,Orleans-eda972a,2023-05-23T16:02:57.1776965Z,47.1086448,24.1435534,195.11893721493377
8.0.100-preview.5.23273.2,7.0.100,arctic,Orleans-eda972a,2023-05-23T16:02:57.1776965Z,45.1514502,20.4539728,220.74660332001613
8.0.100-preview.5.23273.2,7.0.100,cold,Orleans-eda972a,2023-05-23T16:02:57.1776965Z,39.0164966,15.0047965,260.02682942084556
8.0.100-preview.5.23273.2,7.0.100,force,Orleans-eda972a,2023-05-23T16:02:57.1776965Z,9.0372352,5.860585,154.20363666767054
8.0.100-preview.5.23273.2,7.0.100,noop,Orleans-eda972a,2023-05-23T16:02:57.1776965Z,6.5301753,4.1746158,156.42577934956313
8.0.100-preview.5.23273.14,7.0.100,warmup,NuGetClient-win-d76a117,2023-05-24T00:12:31.8156112Z,127.0107284,239.9348914,52.935497483881164
8.0.100-preview.5.23273.14,7.0.100,arctic,NuGetClient-win-d76a117,2023-05-24T00:12:31.8156112Z,118.0492557,123.3030174,95.73914587754444
8.0.100-preview.5.23273.14,7.0.100,cold,NuGetClient-win-d76a117,2023-05-24T00:12:31.8156112Z,114.1067973,110.3513195,103.40320153580038
8.0.100-preview.5.23273.14,7.0.100,force,NuGetClient-win-d76a117,2023-05-24T00:12:31.8156112Z,23.8232684,21.6817844,109.87688079768931
8.0.100-preview.5.23273.14,7.0.100,noop,NuGetClient-win-d76a117,2023-05-24T00:12:31.8156112Z,17.2943823,14.9366681,115.78473983766165
8.0.100-preview.5.23273.14,6.0.400,warmup,LargeAppCPM64-142722b,2023-05-24T00:06:42.9747530Z,107.0196976,77.4167589,138.23841132155687
8.0.100-preview.5.23273.14,6.0.400,arctic,LargeAppCPM64-142722b,2023-05-24T00:06:42.9747530Z,72.8589985,49.0211433,148.62770142694734
8.0.100-preview.5.23273.14,6.0.400,cold,LargeAppCPM64-142722b,2023-05-24T00:06:42.9747530Z,74.5404391,40.8742361,182.36533868825012
8.0.100-preview.5.23273.14,6.0.400,force,LargeAppCPM64-142722b,2023-05-24T00:06:42.9747530Z,48.1717364,43.3106012,111.22389222341249
8.0.100-preview.5.23273.14,6.0.400,noop,LargeAppCPM64-142722b,2023-05-24T00:06:42.9747530Z,15.7766496,10.7910974,146.20060421287644
8.0.100-preview.5.23273.14,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T00:07:40.3153497Z,132.0908425,91.680866,144.07678315342267
8.0.100-preview.5.23273.14,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T00:07:40.3153497Z,91.5568933,62.5909574,146.27814799969812
8.0.100-preview.5.23273.14,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T00:07:40.3153497Z,92.7255516,55.2459853,167.8412487287108
8.0.100-preview.5.23273.14,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T00:07:40.3153497Z,64.8043114,63.6386951,101.83161565171692
8.0.100-preview.5.23273.14,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T00:07:40.3153497Z,26.5609452,23.3043058,113.97441068594286
8.0.100-preview.5.23273.14,6.0.400,warmup,OrchardCore-5dbd92c,2023-05-24T00:04:45.7236566Z,64.0422759,29.8971713,214.20847898075232
8.0.100-preview.5.23273.14,6.0.400,arctic,OrchardCore-5dbd92c,2023-05-24T00:04:45.7236566Z,62.6526978,26.1429198,239.6545538115448
8.0.100-preview.5.23273.14,6.0.400,cold,OrchardCore-5dbd92c,2023-05-24T00:04:45.7236566Z,54.4451557,22.9360263,237.37832782307194
8.0.100-preview.5.23273.14,6.0.400,force,OrchardCore-5dbd92c,2023-05-24T00:04:45.7236566Z,24.3710866,16.107061,151.30684983436765
8.0.100-preview.5.23273.14,6.0.400,noop,OrchardCore-5dbd92c,2023-05-24T00:04:45.7236566Z,18.4171974,12.0063046,153.39605327021272
8.0.100-preview.5.23273.14,7.0.100,warmup,Orleans-eda972a,2023-05-24T00:03:51.2473446Z,47.1413146,21.9820001,214.45416425050422
8.0.100-preview.5.23273.14,7.0.100,arctic,Orleans-eda972a,2023-05-24T00:03:51.2473446Z,43.351352,20.6583195,209.8493635941684
8.0.100-preview.5.23273.14,7.0.100,cold,Orleans-eda972a,2023-05-24T00:03:51.2473446Z,41.6064717,15.3863905,270.41086536832665
8.0.100-preview.5.23273.14,7.0.100,force,Orleans-eda972a,2023-05-24T00:03:51.2473446Z,9.1690647,6.1388278,149.3618162737844
8.0.100-preview.5.23273.14,7.0.100,noop,Orleans-eda972a,2023-05-24T00:03:51.2473446Z,6.5999653,4.4153841,149.47658347548972
8.0.100-preview.5.23273.15,7.0.100,warmup,NuGetClient-win-d76a117,2023-05-24T08:10:02.1159817Z,106.4436412,155.7515663,68.3419394929064
8.0.100-preview.5.23273.15,7.0.100,arctic,NuGetClient-win-d76a117,2023-05-24T08:10:02.1159817Z,110.5144021,163.2854747,67.68171039282282
8.0.100-preview.5.23273.15,7.0.100,cold,NuGetClient-win-d76a117,2023-05-24T08:10:02.1159817Z,101.2984472,98.0774606,103.28412520093329
8.0.100-preview.5.23273.15,7.0.100,force,NuGetClient-win-d76a117,2023-05-24T08:10:02.1159817Z,19.828479,17.116027,115.84743936195008
8.0.100-preview.5.23273.15,7.0.100,noop,NuGetClient-win-d76a117,2023-05-24T08:10:02.1159817Z,14.0188411,11.3314656,123.71604516894972
8.0.100-preview.5.23273.15,6.0.400,warmup,LargeAppCPM64-142722b,2023-05-24T08:04:43.6023328Z,94.8302253,64.9811538,145.9349669165154
8.0.100-preview.5.23273.15,6.0.400,arctic,LargeAppCPM64-142722b,2023-05-24T08:04:43.6023328Z,65.7786792,47.1731016,139.44107334252533
8.0.100-preview.5.23273.15,6.0.400,cold,LargeAppCPM64-142722b,2023-05-24T08:04:43.6023328Z,65.078329,36.1098614,180.22314812872696
8.0.100-preview.5.23273.15,6.0.400,force,LargeAppCPM64-142722b,2023-05-24T08:04:43.6023328Z,42.7604481,37.9455619,112.68893108682624
8.0.100-preview.5.23273.15,6.0.400,noop,LargeAppCPM64-142722b,2023-05-24T08:04:43.6023328Z,14.0265492,9.2190257,152.14784790110738
8.0.100-preview.5.23273.15,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T08:06:37.5414476Z,136.1844073,93.5948378,145.50418644990697
8.0.100-preview.5.23273.15,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T08:06:37.5414476Z,96.8125107,64.6162169,149.82695574677015
8.0.100-preview.5.23273.15,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T08:06:37.5414476Z,89.2714443,56.3706272,158.36517834593118
8.0.100-preview.5.23273.15,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T08:06:37.5414476Z,64.3033665,62.7478279,102.47903178812665
8.0.100-preview.5.23273.15,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T08:06:37.5414476Z,27.2494788,23.3240152,116.83013651954744
8.0.100-preview.5.23273.15,6.0.400,warmup,OrchardCore-5dbd92c,2023-05-24T08:03:08.1925077Z,51.4485626,22.9134915,224.5339284063278
8.0.100-preview.5.23273.15,6.0.400,arctic,OrchardCore-5dbd92c,2023-05-24T08:03:08.1925077Z,51.2690257,20.4157469,251.1249083911792
8.0.100-preview.5.23273.15,6.0.400,cold,OrchardCore-5dbd92c,2023-05-24T08:03:08.1925077Z,45.035151,18.4439508,244.1730163366083
8.0.100-preview.5.23273.15,6.0.400,force,OrchardCore-5dbd92c,2023-05-24T08:03:08.1925077Z,17.9607819,11.7737219,152.54973790403525
8.0.100-preview.5.23273.15,6.0.400,noop,OrchardCore-5dbd92c,2023-05-24T08:03:08.1925077Z,14.25821,8.5646207,166.47800876926163
8.0.100-preview.5.23273.15,7.0.100,warmup,Orleans-eda972a,2023-05-24T08:03:04.1528875Z,52.7355146,24.3881596,216.23408844675595
8.0.100-preview.5.23273.15,7.0.100,arctic,Orleans-eda972a,2023-05-24T08:03:04.1528875Z,52.9468752,22.4932626,235.3899304941205
8.0.100-preview.5.23273.15,7.0.100,cold,Orleans-eda972a,2023-05-24T08:03:04.1528875Z,44.2964608,17.9970041,246.13241489454344
8.0.100-preview.5.23273.15,7.0.100,force,Orleans-eda972a,2023-05-24T08:03:04.1528875Z,10.7174678,7.7034088,139.12630211186507
8.0.100-preview.5.23273.15,7.0.100,noop,Orleans-eda972a,2023-05-24T08:03:04.1528875Z,7.8626908,5.6013368,140.37168413083106
8.0.100-preview.5.23274.2,7.0.100,warmup,NuGetClient-win-d76a117,2023-05-24T16:09:17.2827182Z,123.4372409,114.628788,107.68432873947862
8.0.100-preview.5.23274.2,7.0.100,arctic,NuGetClient-win-d76a117,2023-05-24T16:09:17.2827182Z,123.062172,105.6224656,116.51136081792055
8.0.100-preview.5.23274.2,7.0.100,cold,NuGetClient-win-d76a117,2023-05-24T16:09:17.2827182Z,112.170799,104.7461128,107.08826895960955
8.0.100-preview.5.23274.2,7.0.100,force,NuGetClient-win-d76a117,2023-05-24T16:09:17.2827182Z,27.557976,20.8342265,132.27261400849224
8.0.100-preview.5.23274.2,7.0.100,noop,NuGetClient-win-d76a117,2023-05-24T16:09:17.2827182Z,17.256964,14.0725452,122.62859173477729
8.0.100-preview.5.23274.2,6.0.400,warmup,LargeAppCPM64-142722b,2023-05-24T16:05:59.2477649Z,123.0299093,82.7873158,148.60961260927849
8.0.100-preview.5.23274.2,6.0.400,arctic,LargeAppCPM64-142722b,2023-05-24T16:05:59.2477649Z,91.1275246,53.743274,169.560798621982
8.0.100-preview.5.23274.2,6.0.400,cold,LargeAppCPM64-142722b,2023-05-24T16:05:59.2477649Z,76.6563558,44.5439374,172.0915578513722
8.0.100-preview.5.23274.2,6.0.400,force,LargeAppCPM64-142722b,2023-05-24T16:05:59.2477649Z,52.2622098,47.662317,109.6510054263623
8.0.100-preview.5.23274.2,6.0.400,noop,LargeAppCPM64-142722b,2023-05-24T16:05:59.2477649Z,17.3821263,11.1563971,155.80411977268182
8.0.100-preview.5.23274.2,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T16:06:09.8505682Z,109.2988409,77.0803822,141.79851964978968
8.0.100-preview.5.23274.2,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T16:06:09.8505682Z,82.263405,55.552947,148.0810819991242
8.0.100-preview.5.23274.2,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T16:06:09.8505682Z,79.6064494,48.6745498,163.54840409843914
8.0.100-preview.5.23274.2,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T16:06:09.8505682Z,52.1334558,50.315161,103.61381095451527
8.0.100-preview.5.23274.2,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-05-24T16:06:09.8505682Z,22.3512057,19.0320976,117.43952857828977
8.0.100-preview.5.23274.2,6.0.400,warmup,OrchardCore-5dbd92c,2023-05-24T16:03:59.3156469Z,63.0341707,29.3278497,214.929397636677
8.0.100-preview.5.23274.2,6.0.400,arctic,OrchardCore-5dbd92c,2023-05-24T16:03:59.3156469Z,56.785623,27.5432871,206.16864934759366
8.0.100-preview.5.23274.2,6.0.400,cold,OrchardCore-5dbd92c,2023-05-24T16:03:59.3156469Z,49.9206299,22.2108785,224.75756598281333
8.0.100-preview.5.23274.2,6.0.400,force,OrchardCore-5dbd92c,2023-05-24T16:03:59.3156469Z,24.0290603,15.273394,157.32626487603213
8.0.100-preview.5.23274.2,6.0.400,noop,OrchardCore-5dbd92c,2023-05-24T16:03:59.3156469Z,18.5954267,11.5896785,160.44816687537968
8.0.100-preview.5.23274.2,7.0.100,warmup,Orleans-eda972a,2023-05-24T16:03:02.6599551Z,44.3441458,21.1849484,209.31911167647687
8.0.100-preview.5.23274.2,7.0.100,arctic,Orleans-eda972a,2023-05-24T16:03:02.6599551Z,39.0841699,20.1251394,194.20571019746578
8.0.100-preview.5.23274.2,7.0.100,cold,Orleans-eda972a,2023-05-24T16:03:02.6599551Z,35.5055689,16.4380614,215.99608394211253
8.0.100-preview.5.23274.2,7.0.100,force,Orleans-eda972a,2023-05-24T16:03:02.6599551Z,8.0365375,6.1801648,130.0375922014248
8.0.100-preview.5.23274.2,7.0.100,noop,Orleans-eda972a,2023-05-24T16:03:02.6599551Z,6.0014661,4.6242576,129.78226169753174
8.0.100-preview.5.23274.2,7.0.100,warmup,NuGetClient-win-d76a117,2023-05-25T00:13:10.4140172Z,113.5369301,328.6388006,34.5476340263883
8.0.100-preview.5.23274.2,7.0.100,arctic,NuGetClient-win-d76a117,2023-05-25T00:13:10.4140172Z,107.1060882,109.5988915,97.7255214301141
8.0.100-preview.5.23274.2,7.0.100,cold,NuGetClient-win-d76a117,2023-05-25T00:13:10.4140172Z,100.2164395,91.0355339,110.08496924957343
8.0.100-preview.5.23274.2,7.0.100,force,NuGetClient-win-d76a117,2023-05-25T00:13:10.4140172Z,19.3154783,15.9991446,120.72819380606134
8.0.100-preview.5.23274.2,7.0.100,noop,NuGetClient-win-d76a117,2023-05-25T00:13:10.4140172Z,13.3879979,10.0064047,133.79428777251036
8.0.100-preview.5.23274.2,6.0.400,warmup,LargeAppCPM64-142722b,2023-05-25T00:06:16.2584044Z,90.3474416,67.3258614,134.194260156915
8.0.100-preview.5.23274.2,6.0.400,arctic,LargeAppCPM64-142722b,2023-05-25T00:06:16.2584044Z,74.0030527,46.653557,158.62253053931127
8.0.100-preview.5.23274.2,6.0.400,cold,LargeAppCPM64-142722b,2023-05-25T00:06:16.2584044Z,67.7107542,41.2261818,164.24211809981392
8.0.100-preview.5.23274.2,6.0.400,force,LargeAppCPM64-142722b,2023-05-25T00:06:16.2584044Z,41.6787292,36.7590198,113.38367950714508
8.0.100-preview.5.23274.2,6.0.400,noop,LargeAppCPM64-142722b,2023-05-25T00:06:16.2584044Z,14.2715875,8.885752,160.61203936369145
8.0.100-preview.5.23274.2,6.0.400,warmup,LargeAppCPM64-nostaticgraph-142722b,2023-05-25T00:07:07.6976564Z,115.8598974,83.3391221,139.0222196737059
8.0.100-preview.5.23274.2,6.0.400,arctic,LargeAppCPM64-nostaticgraph-142722b,2023-05-25T00:07:07.6976564Z,79.8062041,58.3454372,136.78225398574955
8.0.100-preview.5.23274.2,6.0.400,cold,LargeAppCPM64-nostaticgraph-142722b,2023-05-25T00:07:07.6976564Z,77.174011,51.658286,149.3932861032207
8.0.100-preview.5.23274.2,6.0.400,force,LargeAppCPM64-nostaticgraph-142722b,2023-05-25T00:07:07.6976564Z,55.7363037,55.6960818,100.07221674972475
8.0.100-preview.5.23274.2,6.0.400,noop,LargeAppCPM64-nostaticgraph-142722b,2023-05-25T00:07:07.6976564Z,24.1333625,20.6677458,116.76823749206362
8.0.100-preview.5.23274.2,6.0.400,warmup,OrchardCore-5dbd92c,2023-05-25T00:04:09.2510333Z,53.6003553,23.4532717,228.54105809041562
8.0.100-preview.5.23274.2,6.0.400,arctic,OrchardCore-5dbd92c,2023-05-25T00:04:09.2510333Z,48.6262066,20.8406369,233.3239950070816
8.0.100-preview.5.23274.2,6.0.400,cold,OrchardCore-5dbd92c,2023-05-25T00:04:09.2510333Z,46.3433581,18.6392463,248.63321914470328
8.0.100-preview.5.23274.2,6.0.400,force,OrchardCore-5dbd92c,2023-05-25T00:04:09.2510333Z,19.4151079,11.7898839,164.6759888789066
8.0.100-preview.5.23274.2,6.0.400,noop,OrchardCore-5dbd92c,2023-05-25T00:04:09.2510333Z,13.5988369,8.4592393,160.75720780236114
8.0.100-preview.5.23274.2,7.0.100,warmup,Orleans-eda972a,2023-05-25T00:03:35.3204249Z,37.9144521,19.4295164,195.13842403200522
8.0.100-preview.5.23274.2,7.0.100,arctic,Orleans-eda972a,2023-05-25T00:03:35.3204249Z,37.7611394,16.9429298,222.87254828854918
8.0.100-preview.5.23274.2,7.0.100,cold,Orleans-eda972a,2023-05-25T00:03:35.3204249Z,36.3765753,13.7435793,264.6805064820341
8.0.100-preview.5.23274.2,7.0.100,force,Orleans-eda972a,2023-05-25T00:03:35.3204249Z,7.5831739,5.2002305,145.82380338717678
8.0.100-preview.5.23274.2,7.0.100,noop,Orleans-eda972a,2023-05-25T00:03:35.3204249Z,5.2995533,4.0316018,131.45031585212607
8.0.100-preview.5.23274.2,7.0.100,warmup,NuGetClient-win-d76a117,2023-05-25T08:09:17.8867175Z,112.2665513,117.4835835,95.55935217110569
8.0.100-preview.5.23274.2,7.0.100,arctic,NuGetClient-win-d76a117,2023-05-25T08:09:17.8867175Z,104.6056595,100.2982568,104.29459378201275
